object_type,object_id,object_system,object_code
stop_point,SCF:SP:SPOCENoctilien87382655,source,SPOCENoctilien87382655
stop_point,SCF:SP:SPOCENoctilien87382861,navitia1,SCFSPOCENoctilien87382861
stop_point,SCF:SP:SPOCENoctilien87382861,source,SPOCENoctilien87382861
stop_point,SCF:SP:SPOCENoctilien87382879,navitia1,SCFSPOCENoctilien87382879
stop_point,SCF:SP:SPOCENoctilien87382879,source,SPOCENoctilien87382879
stop_point,SCF:SP:SPOCENoctilien87382887,navitia1,SCFSPOCENoctilien87382887
stop_point,SCF:SP:SPOCENoctilien87382887,source,SPOCENoctilien87382887
stop_point,SCF:SP:SPOCENoctilien87386003,navitia1,SCFSPOCENoctilien87386003
stop_point,SCF:SP:SPOCENoctilien87386003,source,SPOCENoctilien87386003
stop_point,SCF:SP:SPOCENoctilien87386300,navitia1,SCFSPOCENoctilien87386300
stop_point,SCF:SP:SPOCENoctilien87386300,source,SPOCENoctilien87386300
stop_point,SCF:SP:SPOCENoctilien87386318,navitia1,SCFSPOCENoctilien87386318
stop_point,SCF:SP:SPOCENoctilien87386318,source,SPOCENoctilien87386318
stop_point,SCF:SP:SPOCENoctilien87386409,navitia1,SCFSPOCENoctilien87386409
stop_point,SCF:SP:SPOCENoctilien87386409,source,SPOCENoctilien87386409
stop_point,SCF:SP:SPOCENoctilien87386417,navitia1,SCFSPOCENoctilien87386417
stop_point,SCF:SP:SPOCENoctilien87386417,source,SPOCENoctilien87386417
stop_point,SCF:SP:SPOCENoctilien87386425,navitia1,SCFSPOCENoctilien87386425
stop_point,SCF:SP:SPOCENoctilien87386425,source,SPOCENoctilien87386425
stop_point,SCF:SP:SPOCENoctilien87386573,navitia1,SCFSPOCENoctilien87386573
stop_point,SCF:SP:SPOCENoctilien87386573,source,SPOCENoctilien87386573
stop_point,SCF:SP:SPOCENoctilien87386649,navitia1,SCFSPOCENoctilien87386649
stop_point,SCF:SP:SPOCENoctilien87386649,source,SPOCENoctilien87386649
stop_point,SCF:SP:SPOCENoctilien87386656,navitia1,SCFSPOCENoctilien87386656
stop_point,SCF:SP:SPOCENoctilien87386656,source,SPOCENoctilien87386656
stop_point,SCF:SP:SPOCENoctilien87386664,navitia1,SCFSPOCENoctilien87386664
stop_point,SCF:SP:SPOCENoctilien87386664,source,SPOCENoctilien87386664
stop_point,SCF:SP:SPOCENoctilien87386680,navitia1,SCFSPOCENoctilien87386680
stop_point,SCF:SP:SPOCENoctilien87386680,source,SPOCENoctilien87386680
stop_point,SCF:SP:SPOCENoctilien87386730,navitia1,SCFSPOCENoctilien87386730
stop_point,SCF:SP:SPOCENoctilien87386730,source,SPOCENoctilien87386730
stop_point,SCF:SP:SPOCENoctilien87386763,navitia1,SCFSPOCENoctilien87386763
stop_point,SCF:SP:SPOCENoctilien87386763,source,SPOCENoctilien87386763
stop_point,SCF:SP:SPOCENoctilien87391003,navitia1,SCFSPOCENoctilien87391003
stop_point,SCF:SP:SPOCENoctilien87391003,source,SPOCENoctilien87391003
stop_point,SCF:SP:SPOCENoctilien87391532,navitia1,SCFSPOCENoctilien87391532
stop_point,SCF:SP:SPOCENoctilien87391532,source,SPOCENoctilien87391532
stop_point,SCF:SP:SPOCENoctilien87391565,navitia1,SCFSPOCENoctilien87391565
stop_point,SCF:SP:SPOCENoctilien87391565,source,SPOCENoctilien87391565
stop_point,SCF:SP:SPOCENoctilien87393009,navitia1,SCFSPOCENoctilien87393009
stop_point,SCF:SP:SPOCENoctilien87393009,source,SPOCENoctilien87393009
stop_point,SCF:SP:SPOCENoctilien87393066,navitia1,SCFSPOCENoctilien87393066
stop_point,SCF:SP:SPOCENoctilien87393066,source,SPOCENoctilien87393066
stop_point,SCF:SP:SPOCENoctilien87393074,navitia1,SCFSPOCENoctilien87393074
stop_point,SCF:SP:SPOCENoctilien87393074,source,SPOCENoctilien87393074
stop_point,SCF:SP:SPOCENoctilien87393082,navitia1,SCFSPOCENoctilien87393082
stop_point,SCF:SP:SPOCENoctilien87393082,source,SPOCENoctilien87393082
stop_point,SCF:SP:SPOCENoctilien87393108,navitia1,SCFSPOCENoctilien87393108
stop_point,SCF:SP:SPOCENoctilien87393108,source,SPOCENoctilien87393108
stop_point,SCF:SP:SPOCENoctilien87393116,navitia1,SCFSPOCENoctilien87393116
stop_point,SCF:SP:SPOCENoctilien87393116,source,SPOCENoctilien87393116
stop_point,SCF:SP:SPOCENoctilien87393124,navitia1,SCFSPOCENoctilien87393124
stop_point,SCF:SP:SPOCENoctilien87393124,source,SPOCENoctilien87393124
stop_point,SCF:SP:SPOCENoctilien87393157,navitia1,SCFSPOCENoctilien87393157
stop_point,SCF:SP:SPOCENoctilien87393157,source,SPOCENoctilien87393157
stop_point,SCF:SP:SPOCENoctilien87393165,navitia1,SCFSPOCENoctilien87393165
stop_point,SCF:SP:SPOCENoctilien87393165,source,SPOCENoctilien87393165
stop_point,SCF:SP:SPOCENoctilien87393173,navitia1,SCFSPOCENoctilien87393173
stop_point,SCF:SP:SPOCENoctilien87393173,source,SPOCENoctilien87393173
stop_point,SCF:SP:SPOCENoctilien87393207,navitia1,SCFSPOCENoctilien87393207
stop_point,SCF:SP:SPOCENoctilien87393207,source,SPOCENoctilien87393207
stop_point,SCF:SP:SPOCENoctilien87393215,navitia1,SCFSPOCENoctilien87393215
stop_point,SCF:SP:SPOCENoctilien87393215,source,SPOCENoctilien87393215
stop_point,SCF:SP:SPOCENoctilien87393223,navitia1,SCFSPOCENoctilien87393223
stop_point,SCF:SP:SPOCENoctilien87393223,source,SPOCENoctilien87393223
stop_point,SCF:SP:SPOCENoctilien87393256,navitia1,SCFSPOCENoctilien87393256
stop_point,SCF:SP:SPOCENoctilien87393256,source,SPOCENoctilien87393256
stop_point,SCF:SP:SPOCENoctilien87393272,navitia1,SCFSPOCENoctilien87393272
stop_point,SCF:SP:SPOCENoctilien87393272,source,SPOCENoctilien87393272
stop_point,SCF:SP:SPOCENoctilien87393280,navitia1,SCFSPOCENoctilien87393280
stop_point,SCF:SP:SPOCENoctilien87393280,source,SPOCENoctilien87393280
stop_point,SCF:SP:SPOCENoctilien87393298,navitia1,SCFSPOCENoctilien87393298
stop_point,SCF:SP:SPOCENoctilien87393298,source,SPOCENoctilien87393298
stop_point,SCF:SP:SPOCENoctilien87393306,navitia1,SCFSPOCENoctilien87393306
stop_point,SCF:SP:SPOCENoctilien87393306,source,SPOCENoctilien87393306
stop_point,SCF:SP:SPOCENoctilien87393314,navitia1,SCFSPOCENoctilien87393314
stop_point,SCF:SP:SPOCENoctilien87393314,source,SPOCENoctilien87393314
stop_point,SCF:SP:SPOCENoctilien87393322,navitia1,SCFSPOCENoctilien87393322
stop_point,SCF:SP:SPOCENoctilien87393322,source,SPOCENoctilien87393322
stop_point,SCF:SP:SPOCENoctilien87393363,navitia1,SCFSPOCENoctilien87393363
stop_point,SCF:SP:SPOCENoctilien87393363,source,SPOCENoctilien87393363
stop_point,SCF:SP:SPOCENoctilien87393405,navitia1,SCFSPOCENoctilien87393405
stop_point,SCF:SP:SPOCENoctilien87393405,source,SPOCENoctilien87393405
stop_point,SCF:SP:SPOCENoctilien87393413,navitia1,SCFSPOCENoctilien87393413
stop_point,SCF:SP:SPOCENoctilien87393413,source,SPOCENoctilien87393413
stop_point,SCF:SP:SPOCENoctilien87393421,navitia1,SCFSPOCENoctilien87393421
stop_point,SCF:SP:SPOCENoctilien87393421,source,SPOCENoctilien87393421
stop_point,SCF:SP:SPOCENoctilien87393439,navitia1,SCFSPOCENoctilien87393439
stop_point,SCF:SP:SPOCENoctilien87393439,source,SPOCENoctilien87393439
stop_point,SCF:SP:SPOCENoctilien87393447,navitia1,SCFSPOCENoctilien87393447
stop_point,SCF:SP:SPOCENoctilien87393447,source,SPOCENoctilien87393447
stop_point,SCF:SP:SPOCENoctilien87393454,navitia1,SCFSPOCENoctilien87393454
stop_point,SCF:SP:SPOCENoctilien87393454,source,SPOCENoctilien87393454
stop_point,SCF:SP:SPOCENoctilien87393462,navitia1,SCFSPOCENoctilien87393462
stop_point,SCF:SP:SPOCENoctilien87393462,source,SPOCENoctilien87393462
stop_point,SCF:SP:SPOCENoctilien87393470,navitia1,SCFSPOCENoctilien87393470
stop_point,SCF:SP:SPOCENoctilien87393470,source,SPOCENoctilien87393470
stop_point,SCF:SP:SPOCENoctilien87393488,navitia1,SCFSPOCENoctilien87393488
stop_point,SCF:SP:SPOCENoctilien87393488,source,SPOCENoctilien87393488
stop_point,SCF:SP:SPOCENoctilien87393579,navitia1,SCFSPOCENoctilien87393579
stop_point,SCF:SP:SPOCENoctilien87393579,source,SPOCENoctilien87393579
stop_point,SCF:SP:SPOCENoctilien87393611,navitia1,SCFSPOCENoctilien87393611
stop_point,SCF:SP:SPOCENoctilien87393611,source,SPOCENoctilien87393611
stop_point,SCF:SP:SPOCENoctilien87393629,navitia1,SCFSPOCENoctilien87393629
stop_point,SCF:SP:SPOCENoctilien87393629,source,SPOCENoctilien87393629
stop_point,SCF:SP:SPOCENoctilien87393637,navitia1,SCFSPOCENoctilien87393637
stop_point,SCF:SP:SPOCENoctilien87393637,source,SPOCENoctilien87393637
stop_point,SCF:SP:SPOCENoctilien87393645,navitia1,SCFSPOCENoctilien87393645
stop_point,SCF:SP:SPOCENoctilien87393645,source,SPOCENoctilien87393645
stop_point,SCF:SP:SPOCENoctilien87393652,navitia1,SCFSPOCENoctilien87393652
stop_point,SCF:SP:SPOCENoctilien87393652,source,SPOCENoctilien87393652
stop_point,SCF:SP:SPOCENoctilien87393835,navitia1,SCFSPOCENoctilien87393835
stop_point,SCF:SP:SPOCENoctilien87393835,source,SPOCENoctilien87393835
stop_point,SCF:SP:SPOCENoctilien87393843,navitia1,SCFSPOCENoctilien87393843
stop_point,SCF:SP:SPOCENoctilien87393843,source,SPOCENoctilien87393843
stop_point,SCF:SP:SPOCENoctilien87393884,navitia1,SCFSPOCENoctilien87393884
stop_point,SCF:SP:SPOCENoctilien87393884,source,SPOCENoctilien87393884
stop_point,SCF:SP:SPOCENoctilien87393892,navitia1,SCFSPOCENoctilien87393892
stop_point,SCF:SP:SPOCENoctilien87393892,source,SPOCENoctilien87393892
stop_point,SCF:SP:SPOCENoctilien87410696,navitia1,SCFSPOCENoctilien87410696
stop_point,SCF:SP:SPOCENoctilien87410696,source,SPOCENoctilien87410696
stop_point,SCF:SP:SPOCENoctilien87410712,navitia1,SCFSPOCENoctilien87410712
stop_point,SCF:SP:SPOCENoctilien87410712,source,SPOCENoctilien87410712
stop_point,SCF:SP:SPOCENoctilien87410852,navitia1,SCFSPOCENoctilien87410852
stop_point,SCF:SP:SPOCENoctilien87410852,source,SPOCENoctilien87410852
stop_point,SCF:SP:SPOCENoctilien87414409,navitia1,SCFSPOCENoctilien87414409
stop_point,SCF:SP:SPOCENoctilien87414409,source,SPOCENoctilien87414409
stop_point,SCF:SP:SPOCENoctilien87414417,navitia1,SCFSPOCENoctilien87414417
stop_point,SCF:SP:SPOCENoctilien87414417,source,SPOCENoctilien87414417
stop_point,SCF:SP:SPOCENoctilien87414425,navitia1,SCFSPOCENoctilien87414425
stop_point,SCF:SP:SPOCENoctilien87414425,source,SPOCENoctilien87414425
stop_point,SCF:SP:SPOCENoctilien87414441,navitia1,SCFSPOCENoctilien87414441
stop_point,SCF:SP:SPOCENoctilien87414441,source,SPOCENoctilien87414441
stop_point,SCF:SP:SPOCENoctilien87414490,navitia1,SCFSPOCENoctilien87414490
stop_point,SCF:SP:SPOCENoctilien87414490,source,SPOCENoctilien87414490
stop_point,SCF:SP:SPOCENoctilien87414516,navitia1,SCFSPOCENoctilien87414516
stop_point,SCF:SP:SPOCENoctilien87414516,source,SPOCENoctilien87414516
stop_point,SCF:SP:SPOCENoctilien87414524,navitia1,SCFSPOCENoctilien87414524
stop_point,SCF:SP:SPOCENoctilien87414524,source,SPOCENoctilien87414524
stop_point,SCF:SP:SPOCENoctilien87414532,navitia1,SCFSPOCENoctilien87414532
stop_point,SCF:SP:SPOCENoctilien87414532,source,SPOCENoctilien87414532
stop_point,SCF:SP:SPOCENoctilien87414540,navitia1,SCFSPOCENoctilien87414540
stop_point,SCF:SP:SPOCENoctilien87414540,source,SPOCENoctilien87414540
stop_point,SCF:SP:SPOCENoctilien87414557,navitia1,SCFSPOCENoctilien87414557
stop_point,SCF:SP:SPOCENoctilien87414557,source,SPOCENoctilien87414557
stop_point,SCF:SP:SPOCENoctilien87414565,navitia1,SCFSPOCENoctilien87414565
stop_point,SCF:SP:SPOCENoctilien87414565,source,SPOCENoctilien87414565
stop_point,SCF:SP:SPOCENoctilien87414573,navitia1,SCFSPOCENoctilien87414573
stop_point,SCF:SP:SPOCENoctilien87414573,source,SPOCENoctilien87414573
stop_point,SCF:SP:SPOCENoctilien87414581,navitia1,SCFSPOCENoctilien87414581
stop_point,SCF:SP:SPOCENoctilien87414581,source,SPOCENoctilien87414581
stop_point,SCF:SP:SPOCENoctilien87414599,navitia1,SCFSPOCENoctilien87414599
stop_point,SCF:SP:SPOCENoctilien87414599,source,SPOCENoctilien87414599
stop_point,SCF:SP:SPOCENoctilien87414607,navitia1,SCFSPOCENoctilien87414607
stop_point,SCF:SP:SPOCENoctilien87414607,source,SPOCENoctilien87414607
stop_point,SCF:SP:SPOCENoctilien87414615,navitia1,SCFSPOCENoctilien87414615
stop_point,SCF:SP:SPOCENoctilien87414615,source,SPOCENoctilien87414615
stop_point,SCF:SP:SPOCENoctilien87414698,navitia1,SCFSPOCENoctilien87414698
stop_point,SCF:SP:SPOCENoctilien87414698,source,SPOCENoctilien87414698
stop_point,SCF:SP:SPOCENoctilien87414706,navitia1,SCFSPOCENoctilien87414706
stop_point,SCF:SP:SPOCENoctilien87414706,source,SPOCENoctilien87414706
stop_point,SCF:SP:SPOCENoctilien87414714,navitia1,SCFSPOCENoctilien87414714
stop_point,SCF:SP:SPOCENoctilien87414714,source,SPOCENoctilien87414714
stop_point,SCF:SP:SPOCENoctilien87432823,navitia1,SCFSPOCENoctilien87432823
stop_point,SCF:SP:SPOCENoctilien87432823,source,SPOCENoctilien87432823
stop_point,SCF:SP:SPOCENoctilien87432831,navitia1,SCFSPOCENoctilien87432831
stop_point,SCF:SP:SPOCENoctilien87432831,source,SPOCENoctilien87432831
stop_point,SCF:SP:SPOCENoctilien87432849,navitia1,SCFSPOCENoctilien87432849
stop_point,SCF:SP:SPOCENoctilien87432849,source,SPOCENoctilien87432849
stop_point,SCF:SP:SPOCENoctilien87432856,navitia1,SCFSPOCENoctilien87432856
stop_point,SCF:SP:SPOCENoctilien87432856,source,SPOCENoctilien87432856
stop_point,SCF:SP:SPOCENoctilien87432864,navitia1,SCFSPOCENoctilien87432864
stop_point,SCF:SP:SPOCENoctilien87432864,source,SPOCENoctilien87432864
stop_point,SCF:SP:SPOCENoctilien87432872,navitia1,SCFSPOCENoctilien87432872
stop_point,SCF:SP:SPOCENoctilien87432872,source,SPOCENoctilien87432872
stop_point,SCF:SP:SPOCENoctilien87432880,navitia1,SCFSPOCENoctilien87432880
stop_point,SCF:SP:SPOCENoctilien87432880,source,SPOCENoctilien87432880
stop_point,SCF:SP:SPOCENoctilien87432898,navitia1,SCFSPOCENoctilien87432898
stop_point,SCF:SP:SPOCENoctilien87432898,source,SPOCENoctilien87432898
stop_point,SCF:SP:SPOCENoctilien87432906,navitia1,SCFSPOCENoctilien87432906
stop_point,SCF:SP:SPOCENoctilien87432906,source,SPOCENoctilien87432906
stop_point,SCF:SP:SPOCENoctilien87432914,navitia1,SCFSPOCENoctilien87432914
stop_point,SCF:SP:SPOCENoctilien87432914,source,SPOCENoctilien87432914
stop_point,SCF:SP:SPOCENoctilien87432948,navitia1,SCFSPOCENoctilien87432948
stop_point,SCF:SP:SPOCENoctilien87432948,source,SPOCENoctilien87432948
stop_point,SCF:SP:SPOCENoctilien87432955,navitia1,SCFSPOCENoctilien87432955
stop_point,SCF:SP:SPOCENoctilien87432955,source,SPOCENoctilien87432955
stop_point,SCF:SP:SPOCENoctilien87432963,navitia1,SCFSPOCENoctilien87432963
stop_point,SCF:SP:SPOCENoctilien87432963,source,SPOCENoctilien87432963
stop_point,SCF:SP:SPOCENoctilien87433078,navitia1,SCFSPOCENoctilien87433078
stop_point,SCF:SP:SPOCENoctilien87433078,source,SPOCENoctilien87433078
stop_point,SCF:SP:SPOCENoctilien87433086,navitia1,SCFSPOCENoctilien87433086
stop_point,SCF:SP:SPOCENoctilien87433086,source,SPOCENoctilien87433086
stop_point,SCF:SP:SPOCENoctilien87433094,navitia1,SCFSPOCENoctilien87433094
stop_point,SCF:SP:SPOCENoctilien87433094,source,SPOCENoctilien87433094
stop_point,SCF:SP:SPOCENoctilien87433102,navitia1,SCFSPOCENoctilien87433102
stop_point,SCF:SP:SPOCENoctilien87433102,source,SPOCENoctilien87433102
stop_point,SCF:SP:SPOCENoctilien87433110,navitia1,SCFSPOCENoctilien87433110
stop_point,SCF:SP:SPOCENoctilien87433110,source,SPOCENoctilien87433110
stop_point,SCF:SP:SPOCENoctilien87433128,navitia1,SCFSPOCENoctilien87433128
stop_point,SCF:SP:SPOCENoctilien87433128,source,SPOCENoctilien87433128
stop_point,SCF:SP:SPOCENoctilien87433136,navitia1,SCFSPOCENoctilien87433136
stop_point,SCF:SP:SPOCENoctilien87433136,source,SPOCENoctilien87433136
stop_point,SCF:SP:SPOCENoctilien87433144,navitia1,SCFSPOCENoctilien87433144
stop_point,SCF:SP:SPOCENoctilien87433144,source,SPOCENoctilien87433144
stop_point,SCF:SP:SPOCENoctilien87433151,navitia1,SCFSPOCENoctilien87433151
stop_point,SCF:SP:SPOCENoctilien87433151,source,SPOCENoctilien87433151
stop_point,SCF:SP:SPOCENoctilien87433169,navitia1,SCFSPOCENoctilien87433169
stop_point,SCF:SP:SPOCENoctilien87433169,source,SPOCENoctilien87433169
stop_point,SCF:SP:SPOCENoctilien87433177,navitia1,SCFSPOCENoctilien87433177
stop_point,SCF:SP:SPOCENoctilien87433177,source,SPOCENoctilien87433177
stop_point,SCF:SP:SPOCENoctilien87433185,navitia1,SCFSPOCENoctilien87433185
stop_point,SCF:SP:SPOCENoctilien87433185,source,SPOCENoctilien87433185
stop_point,SCF:SP:SPOCENoctilien87433201,navitia1,SCFSPOCENoctilien87433201
stop_point,SCF:SP:SPOCENoctilien87433201,source,SPOCENoctilien87433201
stop_point,SCF:SP:SPOCENoctilien87492108,navitia1,SCFSPOCENoctilien87492108
stop_point,SCF:SP:SPOCENoctilien87492108,source,SPOCENoctilien87492108
stop_point,SCF:SP:SPOCENoctilien87495713,navitia1,SCFSPOCENoctilien87495713
stop_point,SCF:SP:SPOCENoctilien87495713,source,SPOCENoctilien87495713
stop_point,SCF:SP:SPOCENoctilien87495721,navitia1,SCFSPOCENoctilien87495721
stop_point,SCF:SP:SPOCENoctilien87495721,source,SPOCENoctilien87495721
stop_point,SCF:SP:SPOCENoctilien87495739,navitia1,SCFSPOCENoctilien87495739
stop_point,SCF:SP:SPOCENoctilien87495739,source,SPOCENoctilien87495739
stop_point,SCF:SP:SPOCENoctilien87495747,navitia1,SCFSPOCENoctilien87495747
stop_point,SCF:SP:SPOCENoctilien87495747,source,SPOCENoctilien87495747
stop_point,SCF:SP:SPOCENoctilien87495770,navitia1,SCFSPOCENoctilien87495770
stop_point,SCF:SP:SPOCENoctilien87495770,source,SPOCENoctilien87495770
stop_point,SCF:SP:SPOCENoctilien87501999,navitia1,SCFSPOCENoctilien87501999
stop_point,SCF:SP:SPOCENoctilien87501999,source,SPOCENoctilien87501999
stop_point,SCF:SP:SPOCENoctilien87502039,navitia1,SCFSPOCENoctilien87502039
stop_point,SCF:SP:SPOCENoctilien87502039,source,SPOCENoctilien87502039
stop_point,SCF:SP:SPOCENoctilien87502047,navitia1,SCFSPOCENoctilien87502047
stop_point,SCF:SP:SPOCENoctilien87502047,source,SPOCENoctilien87502047
stop_point,SCF:SP:SPOCENoctilien87534131,navitia1,SCFSPOCENoctilien87534131
stop_point,SCF:SP:SPOCENoctilien87534131,source,SPOCENoctilien87534131
stop_point,SCF:SP:SPOCENoctilien87545137,navitia1,SCFSPOCENoctilien87545137
stop_point,SCF:SP:SPOCENoctilien87545137,source,SPOCENoctilien87545137
stop_point,SCF:SP:SPOCENoctilien87545145,navitia1,SCFSPOCENoctilien87545145
stop_point,SCF:SP:SPOCENoctilien87545145,source,SPOCENoctilien87545145
stop_point,SCF:SP:SPOCENoctilien87545152,navitia1,SCFSPOCENoctilien87545152
stop_point,SCF:SP:SPOCENoctilien87545152,source,SPOCENoctilien87545152
stop_point,SCF:SP:SPOCENoctilien87545160,navitia1,SCFSPOCENoctilien87545160
stop_point,SCF:SP:SPOCENoctilien87545160,source,SPOCENoctilien87545160
stop_point,SCF:SP:SPOCENoctilien87545178,navitia1,SCFSPOCENoctilien87545178
stop_point,SCF:SP:SPOCENoctilien87545178,source,SPOCENoctilien87545178
stop_point,SCF:SP:SPOCENoctilien87545186,navitia1,SCFSPOCENoctilien87545186
stop_point,SCF:SP:SPOCENoctilien87545186,source,SPOCENoctilien87545186
stop_point,SCF:SP:SPOCENoctilien87545194,navitia1,SCFSPOCENoctilien87545194
stop_point,SCF:SP:SPOCENoctilien87545194,source,SPOCENoctilien87545194
stop_point,SCF:SP:SPOCENoctilien87545202,navitia1,SCFSPOCENoctilien87545202
stop_point,SCF:SP:SPOCENoctilien87545202,source,SPOCENoctilien87545202
stop_point,SCF:SP:SPOCENoctilien87545210,navitia1,SCFSPOCENoctilien87545210
stop_point,SCF:SP:SPOCENoctilien87545210,source,SPOCENoctilien87545210
stop_point,SCF:SP:SPOCENoctilien87545228,navitia1,SCFSPOCENoctilien87545228
stop_point,SCF:SP:SPOCENoctilien87545228,source,SPOCENoctilien87545228
stop_point,SCF:SP:SPOCENoctilien87545236,navitia1,SCFSPOCENoctilien87545236
stop_point,SCF:SP:SPOCENoctilien87545236,source,SPOCENoctilien87545236
stop_point,SCF:SP:SPOCENoctilien87545244,navitia1,SCFSPOCENoctilien87545244
stop_point,SCF:SP:SPOCENoctilien87545244,source,SPOCENoctilien87545244
stop_point,SCF:SP:SPOCENoctilien87545251,navitia1,SCFSPOCENoctilien87545251
stop_point,SCF:SP:SPOCENoctilien87545251,source,SPOCENoctilien87545251
stop_point,SCF:SP:SPOCENoctilien87545269,navitia1,SCFSPOCENoctilien87545269
stop_point,SCF:SP:SPOCENoctilien87545269,source,SPOCENoctilien87545269
stop_point,SCF:SP:SPOCENoctilien87545277,navitia1,SCFSPOCENoctilien87545277
stop_point,SCF:SP:SPOCENoctilien87545277,source,SPOCENoctilien87545277
stop_point,SCF:SP:SPOCENoctilien87545285,navitia1,SCFSPOCENoctilien87545285
stop_point,SCF:SP:SPOCENoctilien87545285,source,SPOCENoctilien87545285
stop_point,SCF:SP:SPOCENoctilien87545293,navitia1,SCFSPOCENoctilien87545293
stop_point,SCF:SP:SPOCENoctilien87545293,source,SPOCENoctilien87545293
stop_point,SCF:SP:SPOCENoctilien87545301,navitia1,SCFSPOCENoctilien87545301
stop_point,SCF:SP:SPOCENoctilien87545301,source,SPOCENoctilien87545301
stop_point,SCF:SP:SPOCENoctilien87545350,navitia1,SCFSPOCENoctilien87545350
stop_point,SCF:SP:SPOCENoctilien87545350,source,SPOCENoctilien87545350
stop_point,SCF:SP:SPOCENoctilien87545459,navitia1,SCFSPOCENoctilien87545459
stop_point,SCF:SP:SPOCENoctilien87545459,source,SPOCENoctilien87545459
stop_point,SCF:SP:SPOCENoctilien87545467,navitia1,SCFSPOCENoctilien87545467
stop_point,SCF:SP:SPOCENoctilien87545467,source,SPOCENoctilien87545467
stop_point,SCF:SP:SPOCENoctilien87545475,navitia1,SCFSPOCENoctilien87545475
stop_point,SCF:SP:SPOCENoctilien87545475,source,SPOCENoctilien87545475
stop_point,SCF:SP:SPOCENoctilien87545483,navitia1,SCFSPOCENoctilien87545483
stop_point,SCF:SP:SPOCENoctilien87545483,source,SPOCENoctilien87545483
stop_point,SCF:SP:SPOCENoctilien87545491,navitia1,SCFSPOCENoctilien87545491
stop_point,SCF:SP:SPOCENoctilien87545491,source,SPOCENoctilien87545491
stop_point,SCF:SP:SPOCENoctilien87545509,navitia1,SCFSPOCENoctilien87545509
stop_point,SCF:SP:SPOCENoctilien87545509,source,SPOCENoctilien87545509
stop_point,SCF:SP:SPOCENoctilien87545517,navitia1,SCFSPOCENoctilien87545517
stop_point,SCF:SP:SPOCENoctilien87545517,source,SPOCENoctilien87545517
stop_point,SCF:SP:SPOCENoctilien87545525,navitia1,SCFSPOCENoctilien87545525
stop_point,SCF:SP:SPOCENoctilien87545525,source,SPOCENoctilien87545525
stop_point,SCF:SP:SPOCENoctilien87546192,navitia1,SCFSPOCENoctilien87546192
stop_point,SCF:SP:SPOCENoctilien87546192,source,SPOCENoctilien87546192
stop_point,SCF:SP:SPOCENoctilien87546200,navitia1,SCFSPOCENoctilien87546200
stop_point,SCF:SP:SPOCENoctilien87546200,source,SPOCENoctilien87546200
stop_point,SCF:SP:SPOCENoctilien87546226,navitia1,SCFSPOCENoctilien87546226
stop_point,SCF:SP:SPOCENoctilien87546226,source,SPOCENoctilien87546226
stop_point,SCF:SP:SPOCENoctilien87547000,navitia1,SCFSPOCENoctilien87547000
stop_point,SCF:SP:SPOCENoctilien87547000,source,SPOCENoctilien87547000
stop_point,SCF:SP:SPOCENoctilien87561944,navitia1,SCFSPOCENoctilien87561944
stop_point,SCF:SP:SPOCENoctilien87561944,source,SPOCENoctilien87561944
stop_point,SCF:SP:SPOCENoctilien87561951,navitia1,SCFSPOCENoctilien87561951
stop_point,SCF:SP:SPOCENoctilien87561951,source,SPOCENoctilien87561951
stop_point,SCF:SP:SPOCENoctilien87574905,navitia1,SCFSPOCENoctilien87574905
stop_point,SCF:SP:SPOCENoctilien87574905,source,SPOCENoctilien87574905
stop_point,SCF:SP:SPOCENoctilien87574913,navitia1,SCFSPOCENoctilien87574913
stop_point,SCF:SP:SPOCENoctilien87574913,source,SPOCENoctilien87574913
stop_point,SCF:SP:SPOCENoctilien87574921,navitia1,SCFSPOCENoctilien87574921
stop_point,SCF:SP:SPOCENoctilien87574921,source,SPOCENoctilien87574921
stop_point,SCF:SP:SPOCENoctilien87574939,navitia1,SCFSPOCENoctilien87574939
stop_point,SCF:SP:SPOCENoctilien87574939,source,SPOCENoctilien87574939
stop_point,SCF:SP:SPOCENoctilien87574947,navitia1,SCFSPOCENoctilien87574947
stop_point,SCF:SP:SPOCENoctilien87574947,source,SPOCENoctilien87574947
stop_point,SCF:SP:SPOCENoctilien87574954,navitia1,SCFSPOCENoctilien87574954
stop_point,SCF:SP:SPOCENoctilien87574954,source,SPOCENoctilien87574954
stop_point,SCF:SP:SPOCENoctilien87574962,navitia1,SCFSPOCENoctilien87574962
stop_point,SCF:SP:SPOCENoctilien87574962,source,SPOCENoctilien87574962
stop_point,SCF:SP:SPOCENoctilien87574970,navitia1,SCFSPOCENoctilien87574970
stop_point,SCF:SP:SPOCENoctilien87574970,source,SPOCENoctilien87574970
stop_point,SCF:SP:SPOCENoctilien87588202,navitia1,SCFSPOCENoctilien87588202
stop_point,SCF:SP:SPOCENoctilien87588202,source,SPOCENoctilien87588202
stop_point,SCF:SP:SPOCENoctilien87588210,navitia1,SCFSPOCENoctilien87588210
stop_point,SCF:SP:SPOCENoctilien87588210,source,SPOCENoctilien87588210
stop_point,SCF:SP:SPOCENoctilien87588228,navitia1,SCFSPOCENoctilien87588228
stop_point,SCF:SP:SPOCENoctilien87588228,source,SPOCENoctilien87588228
stop_point,SCF:SP:SPOCENoctilien87588236,navitia1,SCFSPOCENoctilien87588236
stop_point,SCF:SP:SPOCENoctilien87588236,source,SPOCENoctilien87588236
